FID,Country,Observation,Evidence,Total_no,Location_Name,Description,Source,Contributor,Assessment_Year,WebLink,Lat,Long,Closest_Lat,Closest_Long,Combined_Lat,Combined_Long,Comments,Data_Sensitivity,Data Request Info
1591,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.7019,23.5463, , ,-19.7019,23.5463,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1592,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6992,23.6213, , ,-19.6992,23.6213,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1593,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6973,23.6469, , ,-19.6973,23.6469,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1594,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6966,23.6191, , ,-19.6966,23.6191,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1595,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6959,23.5936, , ,-19.6959,23.5936,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1596,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6909,23.6047, , ,-19.6909,23.6047,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1597,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6853,23.7019, , ,-19.6853,23.7019,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1598,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6772,23.7078, , ,-19.6772,23.7078,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1599,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6714,23.7522, , ,-19.6714,23.7522,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1600,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6705,23.6432, , ,-19.6705,23.6432,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1601,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6686,23.6473, , ,-19.6686,23.6473,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1602,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6663,23.7525, , ,-19.6663,23.7525,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1603,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6662,23.76, , ,-19.6662,23.76,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1604,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.665,23.6509, , ,-19.665,23.6509,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1605,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.665,23.647, , ,-19.665,23.647,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1606,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6648,23.7564, , ,-19.6648,23.7564,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1607,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6642,23.754, , ,-19.6642,23.754,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1608,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6639,23.7499, , ,-19.6639,23.7499,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1609,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.663,23.6496, , ,-19.663,23.6496,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1610,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6608,23.7522, , ,-19.6608,23.7522,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1611,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6595,23.6472, , ,-19.6595,23.6472,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1612,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6592,23.6808, , ,-19.6592,23.6808,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1613,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6579,23.7276, , ,-19.6579,23.7276,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1614,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6538,23.6469, , ,-19.6538,23.6469,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1615,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.653,23.632, , ,-19.653,23.632,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1616,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6509,23.6383, , ,-19.6509,23.6383,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1617,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6503,23.6468, , ,-19.6503,23.6468,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1618,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6442,23.6566, , ,-19.6442,23.6566,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1619,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6442,23.6441, , ,-19.6442,23.6441,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1620,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.642,23.7661, , ,-19.642,23.7661,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1621,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6399,23.5259, , ,-19.6399,23.5259,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
1622,Botswana,GPS collar telemetry,GPS telemetry record,1,Moremi Game Reserve and surrounding Wildlife Management Areas, ,"Cozzi G, Broekhuis F, McNutt JW & Schmid B (2013) Comparison of the effects of artiﬁcial and natural barriers on large African carnivores: Implications for interspeciﬁc relationships and connectivity. Journal of Animal Ecology 82: 707-715.",FJ Weise,2007 - 2011,http://www.onlinelibrary.wiley.com/doi/10.1111/1365-2656.12039/abstract,-19.6396,23.7473, , ,-19.6396,23.7473,georeferenced GPS sat collar locations representing 5 study cheetahs,low - published already,
